Dataset,Target Name,RA (J2000),Dec (J2000),Ref,Start Time,Stop Time,Exp Time,Instrument,Apertures,Filters/Gratings,Central Wavelength,Proposal ID,Release Date,Preview Name,DONE?
LB6B24050,RECX-11,131.7553528,-78.9927948,25,12/12/09 4:20,12/12/09 4:47,1604.16,COS,PSA,G160M,1600,11616,12/12/10 6:47,LB6B24050,y
LB6B17010,RECX-15,130.8267729,-79.0882437,25,2/5/10 14:57,2/5/10 16:33,2182.368,COS,PSA,G130M,1327,11616,2/5/11 19:47,LB6B17010,y
LB6B17020,RECX-15,130.8267729,-79.0882437,25,2/5/10 16:36,2/5/10 18:05,1708.32,COS,PSA,G130M,1291,11616,2/5/11 19:48,LB6B17020,y
LB6B17030,RECX-15,130.8267729,-79.0882437,25,2/5/10 18:09,2/5/10 18:30,1317.12,COS,PSA,G160M,1623,11616,2/5/11 19:58,LB6B17030,y
LB6B17040,RECX-15,130.8267729,-79.0882437,25,2/5/10 19:26,2/5/10 19:53,1592.192,COS,PSA,G160M,1577,11616,2/5/11 20:51,LB6B17040,y
LB6B17050,RECX-15,130.8267729,-79.0882437,25,2/5/10 19:56,2/5/10 20:22,1592.192,COS,PSA,G160M,1600,11616,2/6/11 1:06,LB6B17050,y
LC2H07010,RRTAU,84.8771292,26.3741778,1,12/7/12 15:37,12/7/12 16:14,1847.936,COS,PSA,G160M,1577,12996,12/7/13 18:24,LC2H07010,y
LC2H07020,RRTAU,84.8771292,26.3741778,1,12/7/12 17:07,12/7/12 17:44,1856,COS,PSA,G130M,1291,12996,12/8/13 2:32,LC2H07020,y
LC2H07030,RRTAU,84.8771292,26.3741778,1,12/7/12 18:50,12/7/12 18:53,177.984,COS,PSA,G230L,2950,12996,12/7/13 23:56,LC2H07030,y
LD2VA1010,V-RY-LUP,239.8682258,-40.3643444,3,3/16/16 7:39,3/16/16 9:58,5617.056,COS,PSA,G140L,1280,14469,6/16/16 15:47,LD2VA1010,y
LD2VA1020,V-RY-LUP,239.8682258,-40.3643444,3,3/16/16 10:43,3/16/16 11:06,1240.256,COS,PSA,G130M,1291,14469,6/16/16 16:32,LD2VA1020,y
LD2VA1030,V-RY-LUP,239.8682258,-40.3643444,3,3/16/16 11:10,3/16/16 11:33,1240.384,COS,PSA,G130M,1318,14469,6/16/16 16:34,LD2VA1030,y
LD2VA1040,V-RY-LUP,239.8682258,-40.3643444,3,3/16/16 12:18,3/16/16 12:42,1296.192,COS,PSA,G160M,1577,14469,6/16/16 16:37,LD2VA1040,y
LD2VA1050,V-RY-LUP,239.8682258,-40.3643444,3,3/16/16 12:45,3/16/16 13:09,1296.256,COS,PSA,G160M,1611,14469,6/16/16 16:37,LD2VA1050,y
LB6B31010,SCHJ0439016+2336030,69.7568196,23.6007903,25,8/29/10 14:04,8/29/10 14:19,921.088,COS,PSA,G160M,1577,11616,8/29/11 16:40,LB6B31010,y
LB6B31020,SCHJ0439016+2336030,69.7568196,23.6007903,25,8/29/10 15:05,8/29/10 15:28,1397.152,COS,PSA,G160M,1600,11616,8/29/11 17:10,LB6B31020,y
LB6B31030,SCHJ0439016+2336030,69.7568196,23.6007903,25,8/29/10 15:31,8/29/10 15:54,1397.12,COS,PSA,G160M,1623,11616,8/30/11 2:33,LB6B31030,y
LB6B31040,SCHJ0439016+2336030,69.7568196,23.6007903,25,8/29/10 16:41,8/29/10 17:30,2862.336,COS,PSA,G130M,1327,11616,8/30/11 2:40,LB6B31040,y
LB6B31050,SCHJ0439016+2336030,69.7568196,23.6007903,25,8/29/10 18:17,8/29/10 19:06,2862.368,COS,PSA,G130M,1291,11616,8/30/11 2:44,LB6B31050,y
#LB6B19010,SZ-102,242.1238029,-39.053118,25,5/29/11 17:33,5/29/11 17:40,0,COS,PSA,G130M,1291,11616,5/25/13 18:30,,y
#LB6B19020,SZ-102,242.1238029,-39.053118,25,5/29/11 17:44,5/29/11 17:51,0,COS,PSA,G130M,1300,11616,5/25/13 18:30,,y
#LB6B19030,SZ-102,242.1238029,-39.053118,25,5/29/11 18:37,5/29/11 18:44,0,COS,PSA,G130M,1327,11616,5/25/13 18:30,,y
#LB6B19040,SZ-102,242.1238029,-39.053118,25,5/29/11 18:48,5/29/11 19:03,0,COS,PSA,G160M,1577,11616,5/25/13 18:30,,y
#LB6B19050,SZ-102,242.1238029,-39.053118,25,5/29/11 19:06,5/29/11 19:21,0,COS,PSA,G160M,1600,11616,5/25/13 18:30,,y
#LB6B19060,SZ-102,242.1238029,-39.053118,25,5/29/11 20:12,5/29/11 20:27,0,COS,PSA,G160M,1623,11616,5/25/13 18:30,,y
LB6B59010,SZ-102,242.1238014,-39.0531197,25,9/17/11 15:46,9/17/11 15:53,464,COS,PSA,G130M,1291,11616,9/18/12 2:21,LB6B59010,y
LB6B59020,SZ-102,242.1238014,-39.0531197,25,9/17/11 15:57,9/17/11 16:04,464,COS,PSA,G130M,1300,11616,9/18/12 2:22,LB6B59020,y
LB6B59030,SZ-102,242.1238014,-39.0531197,25,9/17/11 16:08,9/17/11 16:15,464,COS,PSA,G130M,1327,11616,9/18/12 2:23,LB6B59030,y
LB6B59040,SZ-102,242.1238014,-39.0531197,25,9/17/11 16:19,9/17/11 16:34,882.144,COS,PSA,G160M,1577,11616,9/18/12 2:24,LB6B59040,y
LB6B59050,SZ-102,242.1238014,-39.0531197,25,9/17/11 17:16,9/17/11 17:31,882.176,COS,PSA,G160M,1600,11616,9/18/12 2:25,LB6B59050,y
LB6B59060,SZ-102,242.1238014,-39.0531197,25,9/17/11 17:34,9/17/11 17:48,882.144,COS,PSA,G160M,1623,11616,9/18/12 2:26,LB6B59060,y
LDGX06010,SZ-68,236.3035393,-34.2919192,0,7/30/18 5:15,7/30/18 10:40,10936.32,COS,PSA,G130M,1222,15070,7/30/18 13:54,LDGX06010,y
LDGXA7010,SZ-68,236.3035393,-34.2919192,0,8/1/18 6:30,8/1/18 8:42,4580.672,COS,PSA,G160M,1589,15070,8/1/18 15:12,LDGXA7010,y
LC2H09010,TORI,83.9601996,-5.4763417,1,12/6/12 14:03,12/6/12 14:38,1696,COS,PSA,G160M,1577,12996,12/7/13 2:24,LC2H09010,Herbig/Ae
LC2H09020,TORI,83.9601996,-5.4763417,1,12/6/12 15:27,12/6/12 16:04,1856.032,COS,PSA,G130M,1291,12996,12/7/13 2:31,LC2H09020,Herbig/Ae
LC2H09030,TORI,83.9601996,-5.4763417,1,12/6/12 16:09,12/6/12 16:12,180.032,COS,PSA,G230L,2950,12996,12/7/13 2:24,LC2H09030,Herbig/Ae
#LB6B29010,TWA-2,167.3030393,-30.0278094,25,12/7/09 7:07,12/7/09 7:25,954.016,COS,PSA,G130M,1291,11616,12/7/10 17:32,LB6B29010,"N, failed"
#LB6B29020,TWA-2,167.3030393,-30.0278094,25,12/7/09 7:28,12/7/09 8:28,953.952,COS,PSA,G130M,1327,11616,12/7/10 17:21,LB6B29020,"N, failed"
#LB6B29030,TWA-2,167.3030392,-30.0278094,25,12/7/09 8:32,12/7/09 8:43,642.176,COS,PSA,G160M,1577,11616,12/7/10 17:32,LB6B29030,"N, failed"
#LB6B29040,TWA-2,167.3030392,-30.0278094,25,12/7/09 8:46,12/7/09 8:56,642.176,COS,PSA,G160M,1600,11616,12/7/10 17:36,LB6B29040,"N, failed"
#LB6B29050,TWA-2,167.3030392,-30.0278094,25,12/7/09 9:00,12/7/09 9:10,642.016,COS,PSA,G160M,1623,11616,12/7/10 17:36,LB6B29050,"N, failed"
LB6B30010,TWA-7,160.6247498,-33.6713055,25,5/5/11 6:33,5/5/11 6:51,942.016,COS,PSA,G130M,1291,11616,5/5/12 9:51,LB6B30010,y
LB6B30020,TWA-7,160.6247498,-33.6713055,25,5/5/11 6:54,5/5/11 8:11,941.984,COS,PSA,G130M,1327,11616,5/5/12 10:05,LB6B30020,y
LB6B30030,TWA-7,160.6247498,-33.6713055,25,5/5/11 8:15,5/5/11 8:25,637.152,COS,PSA,G160M,1577,11616,5/5/12 11:06,LB6B30030,y
LB6B30040,TWA-7,160.6247498,-33.6713055,25,5/5/11 8:29,5/5/11 8:39,637.12,COS,PSA,G160M,1600,11616,5/5/12 11:13,LB6B30040,y
LB6B30050,TWA-7,160.6247498,-33.6713055,25,5/5/11 8:42,5/5/11 8:53,637.152,COS,PSA,G160M,1623,11616,5/5/12 11:19,LB6B30050,y
LBH201010,UZ-TAU-E,68.1799147,25.8751669,3,2/2/11 14:19,2/2/11 14:22,200.032,COS,PSA,G230L,2950,12161,2/2/12 19:25,LBH201010,y
LBH201020,UZ-TAU-E,68.1799147,25.8751669,3,2/2/11 14:27,2/2/11 15:01,1944.32,COS,PSA,G160M,1577,12161,2/2/12 19:53,LBH201020,y
LBH202010,UZ-TAU-E,68.1799152,25.8751669,3,2/6/11 3:47,2/6/11 3:51,200,COS,PSA,G230L,2950,12161,2/6/12 5:36,LBH202010,y
LBH202020,UZ-TAU-E,68.1799152,25.8751669,3,2/6/11 4:32,2/6/11 5:06,1944.352,COS,PSA,G160M,1577,12161,2/6/12 9:37,LBH202020,y
LBH203010,UZ-TAU-E,68.1799158,25.8751668,3,2/11/11 14:29,2/11/11 14:33,200,COS,PSA,G230L,2950,12161,2/11/12 22:02,LBH203010,y
LBH203020,UZ-TAU-E,68.1799159,25.8751668,3,2/11/11 14:37,2/11/11 16:10,1944.288,COS,PSA,G160M,1577,12161,2/11/12 22:35,LBH203020,y
LBH204010,UZ-TAU-E,68.1799164,25.8751668,3,2/16/11 0:15,2/16/11 0:19,200,COS,PSA,G230L,2950,12161,2/16/12 4:02,LBH204010,y
LBH204020,UZ-TAU-E,68.1799164,25.8751668,3,2/16/11 1:03,2/16/11 1:37,1944.224,COS,PSA,G160M,1577,12161,2/16/12 6:33,LBH204020,y
LBH205010,UZ-TAU-E,68.1799171,25.8751668,3,2/21/11 5:45,2/21/11 5:48,200.032,COS,PSA,G230L,2950,12161,2/21/12 8:45,LBH205010,y
LBH205020,UZ-TAU-E,68.1799171,25.8751668,3,2/21/11 5:53,2/21/11 6:27,1944.288,COS,PSA,G160M,1577,12161,2/21/12 10:37,LBH205020,y
LBH206010,UZ-TAU-E,68.1799176,25.8751667,3,2/25/11 7:11,2/25/11 7:14,200,COS,PSA,G230L,2950,12161,2/25/12 11:21,LBH206010,y
LBH206020,UZ-TAU-E,68.1799176,25.8751667,3,2/25/11 7:18,2/25/11 7:53,1944.32,COS,PSA,G160M,1577,12161,2/25/12 11:52,LBH206020,y
LBH207010,UZ-TAU-E,68.1799183,25.8751667,3,3/3/11 2:08,3/3/11 2:12,200,COS,PSA,G230L,2950,12161,3/3/12 12:43,LBH207010,y
LBH207020,UZ-TAU-E,68.1799183,25.8751667,3,3/3/11 2:16,3/3/11 2:51,1944.288,COS,PSA,G160M,1577,12161,3/3/12 13:25,LBH207020,y
LBH208010,UZ-TAU-E,68.1799188,25.8751667,3,3/6/11 22:40,3/6/11 22:43,0,COS,PSA,G230L,2950,12161,3/7/12 13:26,,y
LBH208020,UZ-TAU-E,68.1799188,25.8751667,3,3/6/11 22:48,3/6/11 23:22,1944.288,COS,PSA,G160M,1577,12161,3/7/12 16:42,LBH208020,y
LBH209010,UZ-TAU-E,68.1799196,25.8751666,3,3/12/11 22:35,3/12/11 22:38,0,COS,PSA,G230L,2950,12161,3/13/12 2:56,,y
LBH209020,UZ-TAU-E,68.1799196,25.8751666,3,3/12/11 22:43,3/13/11 0:18,1944.352,COS,PSA,G160M,1577,12161,3/13/12 10:16,LBH209020,y
LBH210010,UZ-TAU-E,68.17992,25.8751666,3,3/16/11 4:48,3/16/11 4:51,200.032,COS,PSA,G230L,2950,12161,3/16/12 21:23,LBH210010,y
LBH210020,UZ-TAU-E,68.17992,25.8751666,3,3/16/11 4:56,3/16/11 5:30,1944.352,COS,PSA,G160M,1577,12161,3/16/12 22:52,LBH210020,y
LBH211010,UZ-TAU-E,68.1799208,25.8751666,3,3/22/11 12:24,3/22/11 12:28,200,COS,PSA,G230L,2950,12161,3/22/12 21:20,LBH211010,y
LBH211020,UZ-TAU-E,68.1799208,25.8751666,3,3/22/11 12:32,3/22/11 13:07,1944.288,COS,PSA,G160M,1577,12161,3/22/12 21:58,LBH211020,y
LBH212010,UZ-TAU-E,68.1799212,25.8751666,3,3/25/11 23:37,3/25/11 23:40,200,COS,PSA,G230L,2950,12161,3/26/12 1:50,LBH212010,y
LBH212020,UZ-TAU-E,68.1799212,25.8751666,3,3/25/11 23:44,3/26/11 1:21,1944.16,COS,PSA,G160M,1577,12161,3/26/12 2:46,LBH212020,y
LBH225010,UZ-TAU-E,68.1799232,25.8751665,3,4/10/11 7:09,4/10/11 7:13,200,COS,PSA,G230L,2950,12161,4/10/12 11:58,LBH225010,y
LBH225020,UZ-TAU-E,68.1799232,25.8751665,3,4/10/11 7:17,4/10/11 7:52,1944.384,COS,PSA,G160M,1577,12161,4/10/12 12:34,LBH225020,y
LBH226010,UZ-TAU-E,68.179922,25.8751665,3,4/1/11 1:01,4/1/11 1:04,200,COS,PSA,G230L,2950,12161,4/1/12 4:20,LBH226010,y
LBH226020,UZ-TAU-E,68.179922,25.8751665,3,4/1/11 1:08,4/1/11 1:43,1944.256,COS,PSA,G160M,1577,12161,4/1/12 4:48,LBH226020,y
LB6B07010,V-AA-TAU,68.7309275,24.4813355,25,1/6/11 20:30,1/6/11 20:54,1418.176,COS,PSA,G160M,1577,11616,1/7/12 0:59,LB6B07010,y
LB6B07020,V-AA-TAU,68.7309275,24.4813355,25,1/6/11 21:40,1/6/11 22:03,1387.168,COS,PSA,G160M,1600,11616,1/7/12 1:02,LB6B07020,y
LB6B07030,V-AA-TAU,68.7309275,24.4813355,25,1/6/11 22:06,1/6/11 22:29,1387.136,COS,PSA,G160M,1623,11616,1/7/12 1:05,LB6B07030,y
LB6B07040,V-AA-TAU,68.7309275,24.4813355,25,1/6/11 23:15,1/7/11 0:05,2844.32,COS,PSA,G130M,1327,11616,1/7/12 4:11,LB6B07040,y
LB6B07050,V-AA-TAU,68.7309275,24.4813355,25,1/7/11 0:51,1/7/11 1:41,2844.352,COS,PSA,G130M,1291,11616,1/7/12 4:18,LB6B07050,y
LBZ401010,V-AA-TAU,68.7309397,24.4813798,4,2/5/13 3:37,2/5/13 8:52,10555.616,COS,PSA,G130M,1222,12876,2/5/14 14:43,LBZ401010,y
LBZ402010,V-AA-TAU,68.7309397,24.4813798,4,2/5/13 22:46,2/6/13 2:24,7597.376,COS,PSA,G130M,1222,12876,2/6/14 4:51,LBZ402010,y
LBZ402020,V-AA-TAU,68.7309397,24.4813798,4,2/6/13 3:11,2/6/13 4:00,2956.16,COS,PSA,G160M,1577,12876,2/6/14 8:12,LBZ402020,y
LBZ402030,V-AA-TAU,68.7309397,24.4813798,4,2/6/13 4:46,2/6/13 5:10,1400.192,COS,PSA,G160M,1589,12876,2/6/14 8:15,LBZ402030,y
LBZ402040,V-AA-TAU,68.7309397,24.4813798,4,2/6/13 5:13,2/6/13 5:36,1384.128,COS,PSA,G160M,1611,12876,2/6/14 8:18,LBZ402040,y
LBZ402050,V-AA-TAU,68.7309397,24.4813798,4,2/6/13 6:22,2/6/13 7:11,2958.176,COS,PSA,G160M,1623,12876,2/6/14 10:54,LBZ402050,y
LDGX01010,V-AA-TAU,68.7309415,24.4813554,0,2/5/19 2:20,2/5/19 9:09,12780.608,COS,PSA,G130M,1222,15070,2/5/19 14:10,LDGX01010,y
LDGXA2010,V-AA-TAU,68.7309415,24.4813553,0,2/6/19 5:22,2/6/19 5:48,1389.312,COS,PSA,G160M,1589,15070,2/6/19 11:16,LDGXA2010,y
LDGXA2020,V-AA-TAU,68.7309415,24.4813553,0,2/6/19 6:37,2/6/19 7:23,2416.352,COS,PSA,G160M,1577,15070,2/6/19 11:21,LDGXA2020,y
LCA603010,V-AK-SCO,253.6868265,-36.8886117,2,8/5/14 10:52,8/5/14 11:08,1000.192,COS,PSA,G130M,1309,13372,8/6/15 0:40,LCA603010,He/Be
LCA603020,V-AK-SCO,253.6868265,-36.8886117,2,8/5/14 11:12,8/5/14 11:33,1260.16,COS,PSA,G160M,1589,13372,8/6/15 0:41,LCA603020,He/Be
LCA603030,V-AK-SCO,253.6868265,-36.8886117,2,8/5/14 12:27,8/5/14 12:56,1600.32,COS,PSA,G160M,1600,13372,8/6/15 0:47,LCA603030,He/Be
LCA603040,V-AK-SCO,253.6868265,-36.8886117,2,8/5/14 12:59,8/5/14 13:17,1037.184,COS,PSA,G130M,1300,13372,8/6/15 0:45,LCA603040,He/Be
LCA603050,V-AK-SCO,253.6868265,-36.8886117,2,8/5/14 14:03,8/5/14 14:31,1600.288,COS,PSA,G160M,1611,13372,8/6/15 0:51,LCA603050,He/Be
LCA603060,V-AK-SCO,253.6868265,-36.8886117,2,8/5/14 14:35,8/5/14 14:52,1035.2,COS,PSA,G130M,1291,13372,8/6/15 0:49,LCA603060,He/Be
LCA603070,V-AK-SCO,253.6868265,-36.8886117,2,8/5/14 15:38,8/5/14 16:07,1600.384,COS,PSA,G160M,1611,13372,8/6/15 0:56,LCA603070,He/Be
LCA603080,V-AK-SCO,253.6868265,-36.8886117,2,8/5/14 16:11,8/5/14 16:28,1035.2,COS,PSA,G130M,1318,13372,8/6/15 0:54,LCA603080,He/Be
LCA603090,V-AK-SCO,253.6868265,-36.8886117,2,8/5/14 17:14,8/5/14 17:42,1600.384,COS,PSA,G160M,1600,13372,8/6/15 0:59,LCA603090,He/Be
LCA6030A0,V-AK-SCO,253.6868265,-36.8886117,2,8/5/14 17:46,8/5/14 18:03,1035.2,COS,PSA,G130M,1309,13372,8/6/15 1:00,LCA6030A0,He/Be
LCA6030B0,V-AK-SCO,253.6868265,-36.8886117,2,8/5/14 18:49,8/5/14 19:18,1600.32,COS,PSA,G160M,1589,13372,8/6/15 1:04,LCA6030B0,He/Be
LCA6030C0,V-AK-SCO,253.6868265,-36.8886117,2,8/5/14 19:22,8/5/14 19:39,1035.2,COS,PSA,G130M,1300,13372,8/6/15 1:02,LCA6030C0,He/Be
LCA6030D0,V-AK-SCO,253.6868265,-36.8886117,2,8/5/14 20:25,8/5/14 20:53,1600.352,COS,PSA,G160M,1611,13372,8/6/15 1:09,LCA6030D0,He/Be
LCA6030E0,V-AK-SCO,253.6868265,-36.8886117,2,8/5/14 20:57,8/5/14 21:14,1035.168,COS,PSA,G130M,1309,13372,8/6/15 1:07,LCA6030E0,He/Be
LBGJ01050,V-BP-TAU,64.815985,29.1073535,11,9/9/11 10:25,9/9/11 10:44,1150.176,COS,PSA,G130M,1291,12036,9/9/12 14:04,LBGJ01050,y
LBGJ01060,V-BP-TAU,64.815985,29.1073535,11,9/9/11 11:52,9/9/11 12:11,1190.208,COS,PSA,G130M,1300,12036,9/9/12 19:42,LBGJ01060,y
LBGJ01070,V-BP-TAU,64.815985,29.1073535,11,9/9/11 13:26,9/9/11 13:50,1397.184,COS,PSA,G130M,1309,12036,9/9/12 19:43,LBGJ01070,y
LBGJ01080,V-BP-TAU,64.815985,29.1073535,11,9/9/11 15:03,9/9/11 15:27,1396.192,COS,PSA,G130M,1318,12036,9/9/12 19:45,LBGJ01080,y
LBGJ01090,V-BP-TAU,64.815985,29.1073535,11,9/9/11 16:40,9/9/11 17:02,1339.168,COS,PSA,G160M,1589,12036,9/9/12 19:46,LBGJ01090,y
LBGJ010A0,V-BP-TAU,64.815985,29.1073535,11,9/9/11 17:05,9/9/11 17:27,1340.16,COS,PSA,G160M,1600,12036,9/9/12 19:47,LBGJ010A0,y
LBGJ010B0,V-BP-TAU,64.815985,29.1073535,11,9/9/11 18:15,9/9/11 18:38,1354.176,COS,PSA,G160M,1611,12036,9/9/12 19:49,LBGJ010B0,y
LBGJ010C0,V-BP-TAU,64.815985,29.1073535,11,9/9/11 18:41,9/9/11 19:03,1365.184,COS,PSA,G160M,1623,12036,9/9/12 23:45,LBGJ010C0,y
LBGJ01Z2Q,V-BP-TAU,64.815985,29.1073535,11,9/9/11 10:17,9/9/11 10:19,119,COS,PSA,G130M,1309,12036,9/9/12 11:46,,y
LBGJ01Z3Q,V-BP-TAU,64.815985,29.1073535,11,9/9/11 10:22,9/9/11 10:22,2,COS,PSA,G130M,1309,12036,9/9/12 11:47,,y
LB6B16010,V-CS-CHA,165.6049952,-77.5600915,25,6/1/11 17:53,6/1/11 19:11,1177.984,COS,PSA,G130M,1291,11616,6/1/12 22:06,LB6B16010,y
LB6B16020,V-CS-CHA,165.6049952,-77.5600915,25,6/1/11 19:14,6/1/11 19:37,1177.984,COS,PSA,G130M,1327,11616,6/1/12 22:09,LB6B16020,y
LB6B16030,V-CS-CHA,165.6049952,-77.5600915,25,6/1/11 19:41,6/1/11 19:53,718.144,COS,PSA,G160M,1577,11616,6/1/12 22:10,LB6B16030,y
LB6B16040,V-CS-CHA,165.6049952,-77.5600915,25,6/1/11 20:37,6/1/11 20:49,718.176,COS,PSA,G160M,1600,11616,6/2/12 2:08,LB6B16040,y
LB6B16050,V-CS-CHA,165.6049952,-77.5600915,25,6/1/11 20:52,6/1/11 21:04,718.144,COS,PSA,G160M,1623,11616,6/2/12 2:10,LB6B16050,y
LDGX03010,V-CW-TAU,63.5709318,28.1825962,0,12/15/17 17:30,12/16/17 0:16,12546.528,COS,PSA,G130M,1222,15070,12/16/17 12:04,LDGX03010,y
LDGX05010,V-CW-TAU,63.5709319,28.1825961,0,12/16/17 9:23,12/16/17 10:46,1350.016,COS,PSA,G160M,1589,15070,12/17/17 3:18,LDGX05010,y
LDGX05020,V-CW-TAU,63.5709319,28.1825961,0,12/16/17 10:50,12/16/17 12:21,2199.584,COS,PSA,G160M,1577,15070,12/17/17 3:22,LDGX05020,y
LB6B08010,V-DE-TAU,65.4820254,27.9183629,25,8/20/10 12:23,8/20/10 13:47,1033.984,COS,PSA,G130M,1291,11616,8/20/11 15:32,LB6B08010,y
LB6B08020,V-DE-TAU,65.4820254,27.9183629,25,8/20/10 13:50,8/20/10 14:09,1033.984,COS,PSA,G130M,1327,11616,8/20/11 18:24,LB6B08020,y
LB6B08030,V-DE-TAU,65.4820254,27.9183629,25,8/20/10 15:14,8/20/10 15:24,617.152,COS,PSA,G160M,1577,11616,8/20/11 18:25,LB6B08030,y
LB6B08040,V-DE-TAU,65.4820254,27.9183629,25,8/20/10 15:27,8/20/10 15:38,617.184,COS,PSA,G160M,1600,11616,8/20/11 18:28,LB6B08040,y
LB6B08050,V-DE-TAU,65.4820254,27.9183629,25,8/20/10 15:41,8/20/10 15:51,617.088,COS,PSA,G160M,1623,11616,8/20/11 18:30,LB6B08050,y
LB3Q02030,V-DF-TAU,66.7616919,25.7061293,18,1/11/10 7:10,1/11/10 7:26,1000.192,COS,PSA,G130M,1291,11533,1/11/11 23:47,LB3Q02030,y
LB3Q02040,V-DF-TAU,66.7616919,25.7061293,18,1/11/10 8:20,1/11/10 8:37,1001.216,COS,PSA,G130M,1300,11533,1/11/11 23:47,LB3Q02040,y
LB3Q02050,V-DF-TAU,66.7616919,25.7061293,18,1/11/10 8:40,1/11/10 9:04,1410.208,COS,PSA,G130M,1309,11533,1/11/11 23:49,LB3Q02050,y
LB3Q02060,V-DF-TAU,66.7616919,25.7061293,18,1/11/10 9:56,1/11/10 10:19,1416.192,COS,PSA,G130M,1318,11533,1/11/11 23:51,LB3Q02060,y
LB3Q02070,V-DF-TAU,66.7616919,25.7061293,18,1/11/10 10:24,1/11/10 10:48,1408.192,COS,PSA,G160M,1589,11533,1/11/11 23:52,LB3Q02070,y
LB3Q02080,V-DF-TAU,66.7616919,25.7061293,18,1/11/10 11:32,1/11/10 11:55,1408.192,COS,PSA,G160M,1600,11533,1/11/11 23:53,LB3Q02080,y
LB3Q02090,V-DF-TAU,66.7616919,25.7061293,18,1/11/10 12:00,1/11/10 12:23,1408.192,COS,PSA,G160M,1611,11533,1/11/11 18:57,LB3Q02090,y
LB3Q020A0,V-DF-TAU,66.7616919,25.7061293,18,1/11/10 13:07,1/11/10 13:29,1324.192,COS,PSA,G160M,1623,11533,1/12/11 18:23,LB3Q020A0,y
LB6B12010,V-DK-TAU,67.684378,26.0234673,25,2/4/10 19:11,2/4/10 19:26,791.968,COS,PSA,G130M,1291,11616,2/5/11 0:35,LB6B12010,y
LB6B12020,V-DK-TAU,67.684378,26.0234673,25,2/4/10 19:29,2/4/10 20:32,793.024,COS,PSA,G130M,1327,11616,2/5/11 0:36,LB6B12020,y
LB6B12030,V-DK-TAU,67.684378,26.0234673,25,2/4/10 20:36,2/4/10 20:47,657.12,COS,PSA,G160M,1577,11616,2/5/11 0:36,LB6B12030,y
LB6B12040,V-DK-TAU,67.684378,26.0234673,25,2/4/10 20:50,2/4/10 21:01,657.152,COS,PSA,G160M,1600,11616,2/5/11 0:36,LB6B12040,y
LB6B12050,V-DK-TAU,67.684378,26.0234673,25,2/4/10 21:04,2/4/10 21:15,657.12,COS,PSA,G160M,1623,11616,2/5/11 4:50,LB6B12050,y
LB6B02010,V-DM-TAU,68.4530741,18.1693595,25,8/22/10 15:19,8/22/10 15:51,1812.384,COS,PSA,G130M,1327,11616,8/22/11 20:38,LB6B02010,y
LB6B02020,V-DM-TAU,68.4530741,18.1693595,25,8/22/10 16:50,8/22/10 17:20,1646.336,COS,PSA,G130M,1291,11616,8/22/11 20:43,LB6B02020,y
LB6B02030,V-DM-TAU,68.4530741,18.1693595,25,8/22/10 17:23,8/22/10 17:40,978.176,COS,PSA,G160M,1577,11616,8/22/11 20:43,LB6B02030,y
LB6B02040,V-DM-TAU,68.4530741,18.1693595,25,8/22/10 18:26,8/22/10 18:49,1396.128,COS,PSA,G160M,1600,11616,8/22/11 20:46,LB6B02040,y
LB6B02050,V-DM-TAU,68.4530741,18.1693595,25,8/22/10 18:52,8/22/10 19:16,1396.16,COS,PSA,G160M,1623,11616,8/22/11 20:47,LB6B02050,y
LB6B04010,V-DN-TAU,68.8643395,24.2497512,25,9/10/11 15:38,9/10/11 16:49,1252.32,COS,PSA,G130M,1327,11616,9/11/12 1:49,LB6B04010,y
LB6B04020,V-DN-TAU,68.8643395,24.2497512,25,9/10/11 16:52,9/10/11 17:22,1651.36,COS,PSA,G130M,1291,11616,9/11/12 1:52,LB6B04020,y
LB6B04030,V-DN-TAU,68.8643395,24.2497512,25,9/10/11 18:14,9/10/11 18:30,965.12,COS,PSA,G160M,1623,11616,9/11/12 1:53,LB6B04030,y
LB6B04040,V-DN-TAU,68.8643395,24.2497512,25,9/10/11 18:34,9/10/11 18:57,1387.136,COS,PSA,G160M,1577,11616,9/11/12 1:54,LB6B04040,y
LB6B04050,V-DN-TAU,68.8643395,24.2497512,25,9/10/11 19:50,9/10/11 20:13,1387.168,COS,PSA,G160M,1600,11616,9/11/12 1:56,LB6B04050,y
LB6B14010,V-DR-TAU,71.7759354,16.9785003,25,2/15/10 11:08,2/15/10 11:18,582.016,COS,PSA,G160M,1577,11616,2/15/11 17:29,LB6B14010,y
LB6B14020,V-DR-TAU,71.7759354,16.9785003,25,2/15/10 12:04,2/15/10 12:14,581.952,COS,PSA,G160M,1600,11616,2/15/11 17:29,LB6B14020,y
LB6B14030,V-DR-TAU,71.7759354,16.9785003,25,2/15/10 12:17,2/15/10 12:27,581.984,COS,PSA,G160M,1623,11616,2/15/11 17:29,LB6B14030,y
LB6B14040,V-DR-TAU,71.7759354,16.9785003,25,2/15/10 12:31,2/15/10 12:47,851.936,COS,PSA,G130M,1291,11616,2/15/11 17:40,LB6B14040,y
LB6B14050,V-DR-TAU,71.7759354,16.9785003,25,2/15/10 13:40,2/15/10 13:56,852.032,COS,PSA,G130M,1327,11616,2/15/11 17:40,LB6B14050,y
