target_name_ullyses,target_name_simbad,simbad_link,target_classification,gaia_id,targ_ra,targ_dec,coordinate_epoch,host_galaxy_name,host_cluster_name,spectral_type,spectral_type_ref,sp_class,temp_class,lum_class,gaia_g_mean_mag,gaia_bp_mean_mag,gaia_rp_mean_mag,gaia_parallax,gaia_parallax_err,u_mag,u_mag_ref,b_mag,b_mag_ref,v_mag,v_mag_ref,bmv0_mag,bmv0_mag_ref,extinction_ebmv,extinction_ebmv_ref,radial_velocity,radial_velocity_ref,star_teff,star_teff_ref,surface_gravity,surface_gravity_ref,star_luminosity,star_luminosity_ref,star_radius,star_radius_ref,star_mass,star_mass_ref,rotation_velocity,rotation_velocity_ref,terminal_velocity,terminal_velocity_ref,rate_massloss,rate_massloss_ref,known_binary,known_binary_ref,Extra,F225W_STmag,F275W_STmag,F336W_STmag,F475W_STmag,F814W_STmag
AV 186,Cl* NGC 330 ELS 013,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=Cl*+NGC+330+ELS+013,Late O Giant,Gaia DR3 4685992530438263808,14.362254293732276,-72.553772167367043,2016.0,SMC,NGC 330,O8.5 III((f)),2016ApJ...817..113L,O,8.5,III,13.952337,13.847600,14.136934,-0.045594,0.022682,12.75,2002ApJS..141...81M,13.77,2002ApJS..141...81M,13.98,2002ApJS..141...81M,-0.27,2006A&A...457..637M,0.06,Derived from (B-V)0,189.0,2008MNRAS.386..826E,34500.0,2006A&A...456.1131M,3.40,2006A&A...456.1131M,5.40,2006A&A...456.1131M,14.1,2006A&A...456.1131M,32.2,2006A&A...456.1131M,73.0,2006A&A...456.1131M,1600.0,2006A&A...456.1131M,3.00e-07,2006A&A...456.1131M,False,None,False,,,,,
AV 187,AzV 187,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=AzV+187,Early B Supergiant,Gaia DR3 4690800076238941056,14.382221219597055,-71.333135959429697,2016.0,SMC,None,B3 Ia,1997A&A...317..871L,B,3.0,I,12.010287,11.956339,12.085377,-0.069336,0.027648,11.21,1977A&AS...30..261A,11.96,1977A&AS...30..261A,12.06,1977A&AS...30..261A,-0.13,1970A&A.....4..234F,0.03,Derived from (B-V)0,154.0,1978MNRAS.184..699T,,None,,None,,None,,None,,None,,None,,None,,None,False,None,False,,,,,
AV 189,AzV 189,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=AzV+189,Early B Subgiant,Gaia DR3 4688995777709724800,14.385486884684251,-72.480876161386945,2016.0,SMC,None,O9 V,1995ApJ...438..188M,O,9.0,V,14.482431,14.379560,14.639627,-0.039730,0.026321,13.32,2002ApJS..141...81M,14.26,2002ApJS..141...81M,14.37,2002ApJS..141...81M,-0.27,2006A&A...457..637M,0.16,Derived from (B-V)0,,None,32300.0,2013A&A...555A...1B,4.03,2013A&A...555A...1B,4.81,2013A&A...555A...1B,8.1,"Derived from L,Teff",18.8,2013A&A...555A...1B,150.0,2013A&A...555A...1B,1250.0,2013A&A...555A...1B,6.00e-10,2013A&A...555A...1B,False,None,False,,,,,
AV 200,AzV 200,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=AzV+200,Late B Supergiant,Gaia DR3 4685988338550464896,14.532950772737118,-72.641808041500880,2016.0,SMC,None,B8 Ia,1997A&A...317..871L,B,8.0,I,12.081202,12.112529,11.991292,-0.051286,0.015349,11.72,1977A&AS...30..261A,12.24,1977A&AS...30..261A,12.17,1977A&AS...30..261A,-0.01,1970A&A.....4..234F,0.08,Derived from (B-V)0,177.3,2018AJ....155..207N,12100.0,2014ApJ...785..151H,1.71,2014ApJ...785..151H,,None,,None,,None,,None,,None,,None,False,None,False,,,,,
NGC346 ELS 043,CL* NGC 346 ELS 43,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=CL*+NGC+346+ELS+43,Early B Dwarf,Gaia DR3 4689019245413731840,14.558138355142766,-72.155312470275703,2016.0,SMC,NGC 346,B0 V,2006A&A...456..623E,B,0.0,V,15.283298,15.138944,15.446761,-0.111579,0.031049,14.06,2002ApJS..141...81M,15.05,2002ApJS..141...81M,15.18,2002ApJS..141...81M,-0.30,1970A&A.....4..234F,0.17,Derived from (B-V)0,172.0,2006A&A...456..623E,33000.0,2007A&A...466..277H,4.25,2007A&A...466..277H,4.71,2007A&A...466..277H,6.9,"Derived from L,Teff",18.0,2007A&A...466..277H,10.0,2007A&A...466..277H,,None,,None,False,None,False,,,,,
NGC346 ELS 026,CL* NGC 346 ELS 26,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=CL*+NGC+346+ELS+26,Early B Subgiant,Gaia DR3 4689016221756858624,14.558701358486760,-72.178975473817673,2016.0,SMC,NGC 346,O9.5-B0 V (N str),2000PASP..112.1243W,O,9.5,V,14.883418,14.790606,14.997962,-0.047347,0.025679,13.77,2002ApJS..141...81M,14.68,2002ApJS..141...81M,14.76,2002ApJS..141...81M,-0.26,2006A&A...457..637M,0.18,Derived from (B-V)0,222.0,2006A&A...456..623E,31000.0,2013A&A...555A...1B,3.65,2013A&A...555A...1B,4.93,2013A&A...555A...1B,10.1,"Derived from L,Teff",21.0,2013A&A...555A...1B,60.0,2013A&A...555A...1B,1250.0,2013A&A...555A...1B,5.00e-10,2013A&A...555A...1B,False,None,False,,,,,
NGC346 ELS 028,Cl* NGC 346 ELS 028,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=Cl*+NGC+346+ELS+028,Mid O Dwarf,Gaia DR3 4689016393555549440,14.632318548449904,-72.182773726842612,2016.0,SMC,NGC 346,OC6 Vz,2000PASP..112.1243W,O,6.0,V,14.905094,14.780407,15.127820,-0.069206,0.025653,13.56,2002ApJS..141...81M,14.62,2002ApJS..141...81M,14.78,2002ApJS..141...81M,-0.28,2006A&A...457..637M,0.12,Derived from (B-V)0,178.0,2006A&A...456..623E,39600.0,2013A&A...555A...1B,4.00,2013A&A...555A...1B,5.15,2013A&A...555A...1B,8.0,"Derived from L,Teff",27.8,2013A&A...555A...1B,35.0,2013A&A...555A...1B,1250.0,2013A&A...555A...1B,3.00e-09,2013A&A...555A...1B,False,None,False,,,,,
AV 207,AzV 207,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=AzV+207,Mid O Giant,Gaia DR3 4690570828081803904,14.638299625623567,-71.929649486549280,2016.0,SMC,None,O7 III((f)),2016ApJ...817..113L,O,7.0,III,14.288558,14.164305,14.483502,-0.034458,0.035976,12.99,2002ApJS..141...81M,14.05,2002ApJS..141...81M,14.25,2002ApJS..141...81M,-0.27,2006A&A...457..637M,0.07,Derived from (B-V)0,100.0,2016ApJ...817..113L,37000.0,2004ApJ...608.1001M,3.70,2004ApJ...608.1001M,5.34,2004ApJ...608.1001M,11.0,2004ApJ...608.1001M,22.0,2004ApJ...608.1001M,75.0,2009ApJ...700..844P,,None,,None,False,None,False,,,,,
AV 210,AzV 210,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=AzV+210,Early B Supergiant,Gaia DR3 4689003027613801216,14.649112158491642,-72.273621816361043,2016.0,SMC,None,B1.5 Ia,1997A&A...317..871L,B,1.5,I,12.656455,12.622587,12.685179,-0.026247,0.024093,11.73,2002ApJS..141...81M,12.58,2002ApJS..141...81M,12.60,2002ApJS..141...81M,-0.18,1970A&A.....4..234F,0.16,Derived from (B-V)0,173.0,2004A&A...417..217T,20500.0,2004A&A...417..217T,2.40,2004A&A...417..217T,5.41,2004A&A...417..217T,40.0,2004A&A...417..217T,27.0,2004A&A...417..217T,65.0,2004A&A...417..217T,750.0,2004ApJ...607..451E,2.00e-07,2004A&A...417..217T,False,None,False,,,,,
NGC346 ELS 050,Cl* NGC 346 ELS 050,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=Cl*+NGC+346+ELS+050,Late O Dwarf,Gaia DR3 4689016530994364672,14.730096264261091,-72.151865495442053,2016.0,SMC,NGC 346,O8 Vn,2006A&A...456..623E,O,8.0,V,15.424491,15.283377,15.680981,-0.012672,0.029205,13.93,2002ApJS..141...81M,15.09,2002ApJS..141...81M,15.25,2002ApJS..141...81M,-0.27,2006A&A...457..637M,0.11,Derived from (B-V)0,160.0,2006A&A...456..623E,36300.0,2013A&A...555A...1B,4.25,2013A&A...555A...1B,4.64,2013A&A...555A...1B,5.3,"Derived from L,Teff",19.5,2013A&A...555A...1B,360.0,2013A&A...555A...1B,1540.0,2013A&A...555A...1B,3.00e-09,2013A&A...555A...1B,False,None,False,,,,,
AV 215,AzV 215,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=AzV+215,Early B Supergiant,Gaia DR3 4685993320712086784,14.731784291419466,-72.535691430741338,2016.0,SMC,None,BN0 Ia,1997A&A...317..871L,B,0.0,I,12.731551,12.664372,12.824626,-0.075391,0.029375,11.64,2002ApJS..141...81M,12.60,2002ApJS..141...81M,12.69,2002ApJS..141...81M,-0.24,1970A&A.....4..234F,0.15,Derived from (B-V)0,154.0,2004A&A...417..217T,27000.0,2004A&A...417..217T,2.90,2004A&A...417..217T,5.63,2004A&A...417..217T,30.0,2004A&A...417..217T,39.0,2004A&A...417..217T,91.0,2004A&A...417..217T,1400.0,2004ApJ...607..451E,1.35e-06,2004A&A...417..217T,False,None,False,,,,,
NGC346 ELS 007,CL* NGC 346 ELS 7,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=CL*+NGC+346+ELS+7,Early O Dwarf,Gaia DR3 4689015706360740096,14.739160214641386,-72.176022403922417,2016.0,SMC,NGC 346,O4 V((f)),1995PASP..107..104W,O,4.0,V,13.970528,13.850670,14.202914,-0.070696,0.022639,12.73,1989AJ.....98.1305M,13.78,1989AJ.....98.1305M,14.02,1989AJ.....98.1305M,-0.28,2006A&A...457..637M,0.04,Derived from (B-V)0,200.0,2003ApJ...595.1182B,42100.0,2013A&A...555A...1B,4.00,2013A&A...555A...1B,5.51,2013A&A...555A...1B,10.7,"Derived from L,Teff",40.0,2013A&A...555A...1B,70.0,2013A&A...555A...1B,2300.0,2013A&A...555A...1B,1.40e-07,2013A&A...555A...1B,False,None,False,,,,,
AV 216,AzV 216,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=AzV+216,Early B Bright Giant,Gaia DR3 4685974384131355648,14.746416155496219,-72.742819372033765,2016.0,SMC,None,B0 IIw,1987AJ.....93.1070G,B,0,II,14.305888,14.149812,14.415957,0.656664,0.207922,13.09,2002ApJS..141...81M,14.09,2002ApJS..141...81M,14.22,2002ApJS..141...81M,-0.29,1970A&A.....4..234F,0.16,Derived from (B-V)0,142.0,2008MNRAS.386..826E,26000.0,2004A&A...417..217T,3.60,2004A&A...417..217T,5.00,2004A&A...417..217T,16.0,2004A&A...417..217T,20.0,2004A&A...417..217T,77.0,2004A&A...417..217T,2410.0,2004A&A...417..217T,1.20e-07,2004A&A...417..217T,True,2016AcA....66..421P,True,,,,,
NGC346 MPG 342,Cl* NGC346 MPG 342,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=Cl*+NGC346+MPG+342,Mid O Dwarf,Gaia DR3 4689015706360739456,14.750225406339506,-72.177215775293192,2016.0,SMC,NGC 346,O5-6 V,1995ApJ...454L..27W,O,5,V,13.610789,13.454958,13.795834,-0.272234,0.050728,12.38,1989AJ.....98.1305M,13.43,1989AJ.....98.1305M,13.66,1989AJ.....98.1305M,-0.28,2006A&A...457..637M,0.05,Derived from (B-V)0,128.0,1986PASP...98.1133N,,None,,None,,None,,None,,None,,None,,None,,None,True,2013AcA....63..323P,True,,,,,
NGC346 MPG 355,Cl* NGC 346 MPG 355,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=Cl*+NGC+346+MPG+355,Early O Giant,Gaia DR3 4689015702019200896,14.753171590271068,-72.174497611699451,2016.0,SMC,NGC 346,ON2 III(f*),2004ApJ...608.1028W,O,2.0,III,13.446060,13.318109,13.662788,-0.058351,0.023319,12.15,1989AJ.....98.1305M,13.27,1989AJ.....98.1305M,13.50,1989AJ.....98.1305M,-0.28,2006A&A...457..637M,0.05,Derived from (B-V)0,165.0,2003ApJ...595.1182B,51700.0,2013A&A...555A...1B,4.00,2013A&A...555A...1B,6.04,2013A&A...555A...1B,13.1,"Derived from L,Teff",70.0,2013A&A...555A...1B,120.0,2013A&A...555A...1B,2800.0,2013A&A...555A...1B,1.80e-07,2013A&A...555A...1B,False,None,False,,,,,
NGC346 MPG 356,Cl* NGC 346 MPG 356,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=Cl*+NGC+346+MPG+356,Mid O Dwarf,Gaia DR3 4689015637641295104,14.754021775925033,-72.185916439838678,2016.0,SMC,NGC 346,O6.5 V,2006ApJ...638..409H,O,6.5,V,15.446257,15.303635,15.618844,-0.051241,0.029967,13.65,2002ApJS..141...81M,14.67,2002ApJS..141...81M,14.56,2002ApJS..141...81M,-0.27,2006A&A...457..637M,0.10,2013A&A...555A...1B,,None,38200.0,2013A&A...555A...1B,4.10,2013A&A...555A...1B,4.88,2013A&A...555A...1B,6.3,"Derived from L,Teff",23.1,2013A&A...555A...1B,20.0,2013A&A...555A...1B,1400.0,2013A&A...555A...1B,3.50e-09,2013A&A...555A...1B,False,None,True,,,,,
NGC346 MPG 368,Cl* NGC 346 MPG 368,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=Cl*+NGC+346+MPG+368,Mid O Dwarf,Gaia DR3 4689015706360700288,14.757586803558453,-72.175343478311788,2016.0,SMC,NGC 346,O6 V,2009ApJ...692..618M,O,6.0,V,14.125322,13.982276,14.309386,-0.037521,0.024824,12.87,1989AJ.....98.1305M,13.95,1989AJ.....98.1305M,14.18,1989AJ.....98.1305M,-0.28,2006A&A...457..637M,0.05,Derived from (B-V)0,150.0,2003ApJ...595.1182B,39300.0,2013A&A...555A...1B,3.75,2013A&A...555A...1B,5.38,2013A&A...555A...1B,10.6,"Derived from L,Teff",33.2,2013A&A...555A...1B,60.0,2013A&A...555A...1B,2100.0,2013A&A...555A...1B,3.70e-08,2013A&A...555A...1B,False,None,False,,,,,
NGC346 MPG 396,Cl* NGC346 MPG 396,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=Cl*+NGC346+MPG+396,Mid O Dwarf,Gaia DR3 4689015706360713088,14.762184457428035,-72.176374425865731,2016.0,SMC,NGC 346,O7 V,1989AJ.....98.1305M,O,7,V,14.382007,14.182573,14.488795,-0.031346,0.026406,13.09,1989AJ.....98.1305M,14.17,1989AJ.....98.1305M,14.39,1989AJ.....98.1305M,-0.27,2006A&A...457..637M,0.05,Derived from (B-V)0,,None,37000.0,2022A&A...666A.189R,4.00,2022A&A...666A.189R,5.30,2022A&A...666A.189R,,None,,None,119.0,2019A&A...626A..50D,1000.0,2022A&A...666A.189R,2.00e-09,2022A&A...666A.189R,False,None,True,,,,,
NGC346 MPG 435,Cl* NGC 346 W 1,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=Cl*+NGC+346+W+1,Early O Giant,Gaia DR3 4689015740666629120,14.768745270569868,-72.173546413945076,2016.0,SMC,NGC 346,O4 If + O5-6,2019A&A...626A..50D,O,4.0,I,12.528789,12.387235,12.692763,-0.096720,0.035366,11.20,1991A&A...243..401H,12.21,1991A&A...243..401H,12.43,1991A&A...243..401H,-0.28,2006A&A...457..637M,0.06,Derived from (B-V)0,165.4,2023A&A...674A..56R,43600.0,2023A&A...674A..56R,3.70,2023A&A...674A..56R,5.75,2023A&A...674A..56R,13.2,2023A&A...674A..56R,,None,135.0,2023A&A...674A..56R,2500.0,2023A&A...674A..56R,4.00e-06,2023A&A...674A..56R,True,2023A&A...674A..56R,False,,,,,
NGC346 MPG 487,Cl* NGC346 MPG 487,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=Cl*+NGC346+MPG+487,Late O Dwarf,Gaia DR3 4689015672000982912,14.778136436564195,-72.178135318650106,2016.0,SMC,NGC 346,O8 V,2009ApJ...692..618M,O,8,V,14.499837,14.306517,14.621175,-0.389724,0.138218,13.30,1989AJ.....98.1305M,14.31,1989AJ.....98.1305M,14.53,1989AJ.....98.1305M,-0.27,2006A&A...457..637M,0.05,Derived from (B-V)0,160.0,2003ApJ...595.1182B,35800.0,2013A&A...555A...1B,4.00,2013A&A...555A...1B,5.12,2013A&A...555A...1B,9.5,"Derived from L,Teff",25.7,2013A&A...555A...1B,20.0,2013A&A...555A...1B,1540.0,2013A&A...555A...1B,3.00e-09,2013A&A...555A...1B,False,None,True,,,,,
NGC346 ELS 051,Cl* NGC 346 ELS 051,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=Cl*+NGC+346+ELS+051,Mid O Dwarf,Gaia DR3 4689015736378949504,14.786245856946939,-72.170598999683492,2016.0,SMC,NGC 346,O7 Vz,2006A&A...456..623E,O,7.0,V,15.436397,15.285161,15.648312,-0.048496,0.032169,14.20,1989AJ.....98.1305M,15.25,2006A&A...456..623E,15.51,2006A&A...456..623E,-0.27,2006A&A...457..637M,0.01,Derived from (B-V)0,169.0,2006A&A...456..623E,38700.0,2013A&A...555A...1B,4.25,2013A&A...555A...1B,4.80,2013A&A...555A...1B,5.6,"Derived from L,Teff",23.1,2013A&A...555A...1B,50.0,2013A&A...555A...1B,1950.0,2013A&A...555A...1B,6.00e-10,2013A&A...555A...1B,False,None,False,,,,,
AV 220,AzV 220,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=AzV+220,Mid O Giant,Gaia DR3 4690521006458654464,14.791547730259287,-72.096749892645349,2016.0,SMC,NGC 346,O6.5f?p,2000PASP..112.1243W,O,6.5,None,14.416110,14.288443,14.639810,-0.072840,0.026346,13.12,2002ApJS..141...81M,14.17,2002ApJS..141...81M,14.35,2002ApJS..141...81M,-0.27,2006A&A...457..637M,0.09,Derived from (B-V)0,151.0,2000PASP..112.1243W,37500.0,2006ApJ...638..409H,3.75,2006ApJ...638..409H,5.20,2006ApJ...638..409H,9.0,2006ApJ...638..409H,30.0,2006ApJ...638..409H,46.0,2019A&A...626A..50D,,None,,None,False,None,True,,,,,
NGC346 MPG 602,Cl* NGC346 MPG 602,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=Cl*+NGC346+MPG+602,Mid O Dwarf,Gaia DR3 4689015465788811008,14.801345376409589,-72.185536252558663,2016.0,SMC,NGC 346,O7 V,1989AJ.....98.1305M,O,7,V,14.738154,14.436884,14.684387,-0.074949,0.050759,13.53,1989AJ.....98.1305M,14.49,1989AJ.....98.1305M,14.68,1989AJ.....98.1305M,-0.27,2006A&A...457..637M,0.08,Derived from (B-V)0,,None,,None,,None,,None,,None,,None,46.0,2019A&A...626A..50D,,None,,None,False,None,True,,,,,
AV 224,AzV 224,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=AzV+224,Early B Giant,Gaia DR3 4690521109537837440,14.816840457334816,-72.079036546934375,2016.0,SMC,NGC 346,B1 III,1987AJ.....93.1070G,B,1.0,III,14.140996,14.048991,14.280397,-0.101407,0.032975,13.02,2002ApJS..141...81M,13.97,2002ApJS..141...81M,14.12,2002ApJS..141...81M,-0.26,1970A&A.....4..234F,0.11,Derived from (B-V)0,158.0,2006A&A...456..623E,,None,,None,,None,,None,,None,299.0,2008A&A...479..541H,,None,,None,False,None,False,,,,,
NGC346 ELS 022,Cl* NGC 346 ELS 22,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=Cl*+NGC+346+ELS+22,Late O Dwarf,Gaia DR3 4689015465842590464,14.827584873056766,-72.186085427828303,2016.0,SMC,NGC 346,O9 V,2006A&A...456..623E,O,9,V,14.835639,14.703038,15.045528,-0.018678,0.026563,13.61,1989AJ.....98.1305M,14.63,1989AJ.....98.1305M,14.87,1989AJ.....98.1305M,-0.27,2006A&A...457..637M,0.03,Derived from (B-V)0,156.0,2006A&A...456..623E,34800.0,2013A&A...555A...1B,4.10,2013A&A...555A...1B,4.89,2013A&A...555A...1B,7.7,"Derived from L,Teff",20.8,2013A&A...555A...1B,40.0,2013A&A...555A...1B,1250.0,2013A&A...555A...1B,8.90e-10,2013A&A...555A...1B,False,None,True,,,,,
HD 5980,HD 5980,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=HD+5980,WN Binary,Gaia DR3 4690516883290136832,14.860779278832091,-72.164985761416077,2016.0,SMC,NGC 346,WN6h + WNE + O,2003MNRAS.338..360F,WN,6.0,None,11.457198,11.374706,11.566066,-0.087811,0.029237,10.63,1977A&AS...30..261A,11.63,1977A&AS...30..261A,11.83,1977A&AS...30..261A,,None,0.08,2016A&A...591A..22S,131.0,2014AJ....148...62K,43000.0,2016A&A...591A..22S,3.50,2016A&A...591A..22S,6.35,2016A&A...591A..22S,24.0,2016A&A...591A..22S,61.0,2016A&A...591A..22S,,None,2200.0,2016A&A...591A..22S,3.20e-05,2016A&A...591A..22S,True,2014AJ....148...62K,False,,,,,
NGC346 ELS 013,Cl* NGC 346 ELS 013,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=Cl*+NGC+346+ELS+013,O Binary,Gaia DR3 4690516986349956480,14.876618664283097,-72.152682668267403,2016.0,SMC,NGC 346,O9 V + B1 V,2012A&A...537A..29R,O,9.0,V,14.555446,14.328052,14.627074,0.042746,0.053740,13.36,1989AJ.....98.1305M,14.28,1989AJ.....98.1305M,14.46,1989AJ.....98.1305M,-0.27,2006A&A...457..637M,0.09,Derived from (B-V)0,150.8,2012A&A...537A..29R,34500.0,2012A&A...537A..29R,3.90,2012A&A...537A..29R,,None,,None,,None,320.0,2012A&A...537A..29R,,None,,None,True,2012A&A...537A..29R,False,,,,,
NGC346 ELS 046,Cl* NGC 346 ELS 046,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=Cl*+NGC+346+ELS+046,Mid O Dwarf,Gaia DR3 4690504582501410432,14.882792307810464,-72.226457229665769,2016.0,SMC,NGC 346,O7 Vn,2006A&A...456..623E,O,7.0,V,15.354778,15.225306,15.576284,-0.055139,0.030119,,None,15.16,2006A&A...456..623E,15.44,2006A&A...456..623E,-0.27,2006A&A...457..637M,-0.01,Derived from (B-V)0,250.0,2006A&A...456..623E,39000.0,2013A&A...555A...1B,4.22,2013A&A...555A...1B,4.81,2013A&A...555A...1B,5.6,"Derived from L,Teff",23.7,2013A&A...555A...1B,300.0,2013A&A...555A...1B,1950.0,2013A&A...555A...1B,6.00e-10,2013A&A...555A...1B,False,None,False,,,,,
AV 232,AzV 232,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=AzV+232,Mid O Supergiant,Gaia DR3 4690516677131714432,14.883244536771164,-72.179480201841116,2016.0,SMC,NGC 346,O7 Iaf+,1977ApJ...215...53W,O,7.0,I,12.263901,12.175687,12.413639,0.000456,0.033340,11.15,1977A&AS...30..261A,12.15,1977A&AS...30..261A,12.35,1977A&AS...30..261A,-0.27,2006A&A...457..637M,0.05,2021A&A...647A.134B,164.0,1995PASP..107..104W,33500.0,2021A&A...647A.134B,3.16,2021A&A...647A.134B,5.89,2021A&A...647A.134B,26.2,"Derived from L,Teff",35.3,2021A&A...647A.134B,75.0,2021A&A...647A.134B,1350.0,2021A&A...647A.134B,4.50e-06,2021A&A...647A.134B,False,None,False,,,,,
AV 234,AzV 234,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=AzV+234,Early B Supergiant,Gaia DR3 4690518223319786624,14.931288176683873,-72.071905868742220,2016.0,SMC,NGC 346,B3 Iab,2019A&A...626A..50D,B,3.0,I,12.941895,12.890834,13.014643,-0.056455,0.023995,12.02,2002ApJS..141...81M,12.84,2002ApJS..141...81M,12.94,2002ApJS..141...81M,-0.13,1970A&A.....4..234F,0.03,Derived from (B-V)0,,None,15700.0,2019A&A...626A..50D,2.15,2019A&A...626A..50D,4.91,2019A&A...626A..50D,38.6,"Derived from L,Teff",,None,43.0,2019A&A...626A..50D,,None,,None,False,None,False,,,,,
AV 235,SK 82,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+82,Early B Supergiant,Gaia DR3 4685972636146149504,14.940552468910045,-72.749010388744651,2016.0,SMC,None,B0 Iaw,1983ApJ...265..716W,B,0.0,I,12.109463,12.038227,12.193519,-0.089026,0.028302,11.07,1975A&AS...22..285A,12.02,1975A&AS...22..285A,12.20,1975A&AS...22..285A,-0.24,1970A&A.....4..234F,0.07,2004ApJ...610.1021E,178.0,2008MNRAS.386..826E,27500.0,2004ApJ...610.1021E,2.90,2004ApJ...610.1021E,5.72,2004ApJ...610.1021E,31.9,2004ApJ...610.1021E,,None,80.0,2004ApJ...610.1021E,1400.0,2004ApJ...610.1021E,4.00e-06,2004ApJ...610.1021E,False,None,False,,,,,
NGC346 ELS 035,Cl* NGC 346 ELS 035,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=Cl*+NGC+346+ELS+035,Early B Dwarf,Gaia DR3 4690518154600349184,14.944373783459781,-72.092368282277150,2016.0,SMC,NGC 346,B1 V,2006A&A...456..623E,B,1.0,V,15.040507,14.943001,15.219069,-0.061914,0.027884,13.83,2002ApJS..141...81M,14.70,2002ApJS..141...81M,14.89,2002ApJS..141...81M,-0.26,1970A&A.....4..234F,0.07,Derived from (B-V)0,157.0,2008MNRAS.386..826E,,None,,None,,None,,None,,None,145.0,2008A&A...479..541H,,None,,None,True,2013AcA....63..323P,False,,,,,
NGC346 ELS 025,Cl* NGC 346 ELS 025,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=Cl*+NGC+346+ELS+025,Late O Dwarf,Gaia DR3 4690504994818102016,14.970660583158626,-72.180321799835383,2016.0,SMC,NGC 346,O9 V,2006A&A...456..623E,O,9.0,V,14.914429,14.774438,15.124609,-0.037451,0.037596,13.67,1989AJ.....98.1305M,14.67,1989AJ.....98.1305M,14.91,1989AJ.....98.1305M,-0.27,2006A&A...457..637M,0.03,Derived from (B-V)0,,None,36200.0,2006A&A...456.1131M,4.07,2006A&A...456.1131M,4.90,2006A&A...456.1131M,7.2,2006A&A...456.1131M,22.6,2006A&A...456.1131M,138.0,2006A&A...456.1131M,2816.0,2006A&A...456.1131M,1.25e-07,2006A&A...456.1131M,False,None,False,,,,,
NGC346 ELS 031,Cl* NGC 346 ELS 031,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=Cl*+NGC+346+ELS+031,Mid O Dwarf,Gaia DR3 4690518532557434496,14.975266620477411,-72.075399693433866,2016.0,SMC,NGC 346,O8 Vz,2006A&A...456..623E,O,8.0,V,14.982258,14.857896,15.209204,-0.039296,0.029900,13.65,2002ApJS..141...81M,14.74,2002ApJS..141...81M,14.96,2002ApJS..141...81M,-0.27,2006A&A...457..637M,0.05,Derived from (B-V)0,159.0,2006A&A...456..623E,37200.0,2013A&A...555A...1B,4.00,2013A&A...555A...1B,4.95,2013A&A...555A...1B,7.2,"Derived from L,Teff",23.2,2013A&A...555A...1B,25.0,2013A&A...555A...1B,1540.0,2013A&A...555A...1B,6.00e-10,2013A&A...555A...1B,False,None,False,,,,,
AV 238,AzV 238,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=AzV+238,Late O Giant,Gaia DR3 4690503792227414400,14.981290627203590,-72.227167038955372,2016.0,SMC,None,O9.5 III,2000PASP..112.1243W,O,9.5,III,13.712084,13.604230,13.906883,-0.038049,0.022020,12.49,2002ApJS..141...81M,13.47,2002ApJS..141...81M,13.64,2002ApJS..141...81M,-0.26,2006A&A...457..637M,0.09,Derived from (B-V)0,240.0,1995PASP..107..104W,,None,,None,,None,,None,,None,71.0,2009ApJ...700..844P,1200.0,1996A&A...305..171P,,None,False,None,False,,,,,
