target_name_ullyses,target_name_simbad,simbad_link,target_classification,gaia_id,targ_ra,targ_dec,coordinate_epoch,host_galaxy_name,host_cluster_name,spectral_type,spectral_type_ref,sp_class,temp_class,lum_class,gaia_g_mean_mag,gaia_bp_mean_mag,gaia_rp_mean_mag,gaia_parallax,gaia_parallax_err,u_mag,u_mag_ref,b_mag,b_mag_ref,v_mag,v_mag_ref,bmv0_mag,bmv0_mag_ref,extinction_ebmv,extinction_ebmv_ref,radial_velocity,radial_velocity_ref,star_teff,star_teff_ref,surface_gravity,surface_gravity_ref,star_luminosity,star_luminosity_ref,star_radius,star_radius_ref,star_mass,star_mass_ref,rotation_velocity,rotation_velocity_ref,terminal_velocity,terminal_velocity_ref,rate_massloss,rate_massloss_ref,known_binary,known_binary_ref,Extra,F225W_STmag,F275W_STmag,F336W_STmag,F475W_STmag,F814W_STmag
VFTS 404,VFTS 404,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=VFTS+404,Early O Dwarf,Gaia DR3 4657679831110499840,84.640975761832095,-69.165850910305721,2016.0,LMC,30 Dor,O3.5 V(n)((fc)),2014A&A...564A..40W,O,3.5,V,14.042150,14.117068,13.903745,-0.023678,0.015343,,None,14.16,2011A&A...530A.108E,14.14,2011A&A...530A.108E,-0.28,2006A&A...457..637M,0.30,Derived from (B-V)0,264.1,2017A&A...598A..84A,44700.0,2014A&A...570A..38B,,None,5.91,2014A&A...570A..38B,,None,78.0,2014A&A...570A..38B,,None,3010.0,2014A&A...570A..38B,1.60e-06,2014A&A...570A..38B,True,2017A&A...598A..84A,False,,,,,
VFTS 406,VFTS 406,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=VFTS+406,Mid O Dwarf,Gaia DR3 4657686325102023552,84.641585977800602,-69.072561545056729,2016.0,LMC,None,O6 Vnn,2014A&A...564A..40W,O,6.0,V,14.266435,14.278500,14.175179,-0.031953,0.015954,13.67,1993AJ....106..560P,14.31,1993AJ....106..560P,14.30,1993AJ....106..560P,-0.28,2006A&A...457..637M,0.29,Derived from (B-V)0,304.1,2013A&A...550A.107S,37600.0,2014A&A...570A..38B,,None,5.48,2014A&A...570A..38B,13.0,"Derived from L,Teff",44.0,2014A&A...570A..38B,356.0,2013A&A...560A..29R,2600.0,2014A&A...570A..38B,4.00e-06,2014A&A...570A..38B,False,None,False,,,,,
VFTS 440,VFTS 440,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=VFTS+440,Mid O Bright Giant,Gaia DR3 4657686286459828992,84.657232057867574,-69.089185861856095,2016.0,LMC,30 Dor,O6-6.5 II(f),2014A&A...564A..40W,O,6,II,13.600119,13.385033,13.219611,0.010175,0.013186,12.91,1993AJ....106..560P,13.66,1993AJ....106..560P,13.60,1993AJ....106..560P,-0.27,2006A&A...457..637M,0.33,Derived from (B-V)0,258.2,2017A&A...598A..84A,33800.0,2017A&A...600A..81R,3.27,2017A&A...600A..81R,5.63,2017A&A...600A..81R,19.3,2017A&A...600A..81R,38.8,2017A&A...600A..81R,146.0,2017A&A...600A..81R,1711.0,2017A&A...600A..81R,2.00e-06,2017A&A...600A..81R,True,2017A&A...598A..84A,True,,,,,
VFTS 482,Cl* NGC 2070 MEL 39,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=Cl*+NGC+2070+MEL+39,Early O Supergiant,Gaia DR3 4657679659312960256,84.667588024928946,-69.099974648144595,2016.0,LMC,30 Dor,O2.5 If*/WN6,2011MNRAS.416.1311C,O,2.5,I,12.799051,12.699102,12.458232,0.122624,0.042531,12.12,1999A&A...341...98S,12.97,1999A&A...341...98S,12.85,1999A&A...341...98S,-0.28,2006A&A...457..637M,0.40,Derived from (B-V)0,240.0,2021.Crowther....pc,42200.0,2014A&A...570A..38B,,None,6.40,2014A&A...570A..38B,29.7,"Derived from L,Teff",145.0,2014A&A...570A..38B,200.0,2014A&A...570A..38B,2600.0,2014A&A...570A..38B,4.00e-05,2014A&A...570A..38B,True,2021.Crowther....pc,False,,,,,
VFTS 506,VFTS 506,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=VFTS+506,Early O Dwarf,Gaia DR3 4657685534828092032,84.673151963149664,-69.088745899639505,2016.0,LMC,30 Dor,ON2 V((n))((f*)),2014A&A...564A..40W,O,2.0,V,13.225654,13.067792,12.941501,0.013012,0.052443,12.47,1999A&A...341...98S,13.32,1999A&A...341...98S,13.31,1999A&A...341...98S,-0.28,2006A&A...457..637M,0.29,Derived from (B-V)0,266.1,2013A&A...550A.107S,47300.0,2014A&A...570A..38B,,None,6.24,2014A&A...570A..38B,19.7,"Derived from L,Teff",122.0,2014A&A...570A..38B,93.0,2013A&A...560A..29R,3040.0,2014A&A...570A..38B,2.50e-06,2014A&A...570A..38B,False,None,False,,,,,
VFTS 507,BAT99 102,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=BAT99+102,Mid WN Star,Gaia DR3 4657685569167442432,84.673340183393293,-69.087068257822949,2016.0,LMC,30 Dor,WN6,2008MNRAS.389..806S,WN,6,None,12.163399,11.948791,11.790989,-0.061533,0.023066,,None,12.18,2011A&A...530A.108E,12.12,2011A&A...530A.108E,,None,0.70,2014A&A...565A..27H,317.0,2008MNRAS.389..806S,45000.0,2014A&A...565A..27H,,None,6.80,2014A&A...565A..27H,42.1,2014A&A...565A..27H,,None,,None,1600.0,2014A&A...565A..27H,6.20e-05,2014A&A...565A..27H,False,None,True,,,,,
BAT99 105,Cl* NGC 2070 MEL 42,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=Cl*+NGC+2070+MEL+42,Early O Supergiant,Gaia DR3 4657685534828234496,84.675469379141774,-69.098700666598731,2016.0,LMC,30 Dor,O2 If*,2011MNRAS.416.1311C,O,2.0,I,12.705610,12.485112,12.311834,-0.039422,0.145244,11.84,1993AJ....106..560P,12.71,1993AJ....106..560P,12.71,1993AJ....106..560P,-0.28,2006A&A...457..637M,0.28,Derived from (B-V)0,235.0,2018A&A...614A.147C,47300.0,2014A&A...570A..38B,,None,6.56,2014A&A...570A..38B,28.4,"Derived from L,Teff",189.0,2014A&A...570A..38B,200.0,2014A&A...570A..38B,2800.0,2014A&A...570A..38B,2.50e-05,2014A&A...570A..38B,False,None,False,,,,,
VFTS 542,Cl* NGC 2070 MEL 30,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=Cl*+NGC+2070+MEL+30,Early O Supergiant,Gaia DR3 4657685530496766336,84.679570829344954,-69.096359248574942,2016.0,LMC,30 Dor,O2 If*/WN5 + B0 V,2019A&A...627A.151S,O,2.0,I,13.402618,13.149168,12.976330,-0.094620,0.033152,12.67,1999A&A...341...98S,13.56,1999A&A...341...98S,13.47,1999A&A...341...98S,-0.28,2006A&A...457..637M,0.37,Derived from (B-V)0,269.0,2019A&A...627A.151S,47000.0,2019A&A...627A.151S,,None,6.14,2019A&A...627A.151S,18.0,2019A&A...627A.151S,101.0,2019A&A...627A.151S,130.0,2019A&A...627A.151S,1800.0,2019A&A...627A.151S,1.00e-05,2019A&A...627A.151S,True,2019A&A...627A.151S,False,,,,,
VFTS 545,Cl* NGC 2070 MEL 35,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=Cl*+NGC+2070+MEL+35,Early O Supergiant,Gaia DR3 4657679659312999296,84.680033902935591,-69.104029311467656,2016.0,LMC,30 Dor,O2 If*/WN5,2011MNRAS.416.1311C,O,2.0,I,13.352338,13.182303,12.913198,0.043645,0.024759,12.66,1999A&A...341...98S,13.52,1999A&A...341...98S,13.40,1999A&A...341...98S,-0.28,2006A&A...457..637M,0.40,Derived from (B-V)0,203.0,2018A&A...614A.147C,47300.0,2014A&A...570A..38B,,None,6.30,2014A&A...570A..38B,21.1,"Derived from L,Teff",133.0,2014A&A...570A..38B,200.0,2014A&A...570A..38B,2800.0,2014A&A...570A..38B,2.50e-05,2014A&A...570A..38B,False,None,False,,,,,
VFTS 586,VFTS 586,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=VFTS+586,Early O Dwarf,Gaia DR3 4657686084583876480,84.689147251083412,-69.047621639212082,2016.0,LMC,30 Dor,O4 V((n))((fc))z,2014A&A...564A..40W,O,4.0,V,14.943433,14.866607,14.899765,0.004528,0.022059,,None,14.92,2011A&A...530A.108E,15.04,2011A&A...530A.108E,-0.28,2006A&A...457..637M,0.16,Derived from (B-V)0,259.7,2013A&A...550A.107S,45000.0,2014A&A...564A..39S,4.00,2014A&A...564A..39S,5.42,2014A&A...564A..39S,8.5,"Derived from L,Teff",,None,100.0,2014A&A...564A..39S,,None,,None,False,None,False,,,,,
SK -69 246,SK -69 246,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-69+246,WN Binary,Gaia DR3 4657686222022977920,84.722432254849451,-69.033577979722452,2016.0,LMC,30 Dor,WN5/6h + WN6/7h,2021A&A...650A.147S,WN,5,None,10.989647,10.965497,10.956297,0.010725,0.022600,10.11,1993AJ....106..560P,10.98,1993AJ....106..560P,11.10,1993AJ....106..560P,,None,0.20,2021A&A...650A.147S,210.0,2021A&A...650A.147S,,2021A&A...650A.147S,,None,6.44,2021A&A...650A.147S,22.0,2021A&A...650A.147S,111.0,2021A&A...650A.147S,80.0,2021A&A...650A.147S,1400.0,2021A&A...650A.147S,4.20e-05,2021A&A...650A.147S,True,2021A&A...650A.147S,True,,,,,
SK -68 140,SK -68 140,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-68+140,Early B Supergiant,Gaia DR3 4657688313632701568,84.738236521936074,-68.948093921778224,2016.0,LMC,30 Dor,B0.7 Ib-Iab Nwk,2015A&A...574A..13E,B,0.7,I,12.703519,12.731048,12.595981,-0.027081,0.019313,11.99,2002ApJS..141...81M,12.84,2002ApJS..141...81M,12.79,2002ApJS..141...81M,-0.19,1970A&A.....4..234F,0.24,Derived from (B-V)0,265.8,2015A&A...574A..13E,23500.0,2015A&A...575A..70M,2.75,2015A&A...575A..70M,5.64,2015A&A...575A..70M,39.9,"Derived from L,Teff",37.0,2015A&A...575A..70M,53.0,2015A&A...575A..70M,,None,,None,False,None,False,,,,,
HD 269927C,[ST92] 5-68,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=[ST92]+5-68,Late WN Star,Gaia DR3 4657650041187538688,84.742091726228310,-69.488763343800329,2016.0,LMC,LH 101,WN9h,1996MNRAS.281..163S,WN,9.0,None,12.594907,12.529855,12.539260,-0.032455,0.024355,11.53,1998A&AS..130..527T,12.50,1998A&AS..130..527T,12.63,1998A&AS..130..527T,,None,0.15,2014A&A...565A..27H,282.0,2008MNRAS.389..806S,32000.0,2014A&A...565A..27H,,None,5.58,2014A&A...565A..27H,20.6,2014A&A...565A..27H,32.0,2014A&A...565A..27H,,None,500.0,2014A&A...565A..27H,4.70e-06,2014A&A...565A..27H,False,None,False,,,,,
VFTS 731,BAT99 121,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=BAT99+121,Early WC Star,Gaia DR3 4657686011533124608,84.765755537155727,-69.062930828463905,2016.0,LMC,30 Dor,WC4,2001MNRAS.324...18B,WC,4,None,16.229006,16.463093,15.908985,-0.056547,0.038772,,None,16.47,2002ApJS..141...81M,15.79,2002ApJS..141...81M,,None,1.02,2001MNRAS.324...18B,,None,,None,,None,,None,,None,,None,,None,,None,,None,False,None,True,,,,,
ST92 5-31,W61 3-19,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=W61+3-19,Early O,Gaia DR3 4657647086275462784,84.798469520313049,-69.510396038976012,2016.0,LMC,LH 101,O2-3(n)f*p,2010AJ....139.1283W,O,2,None,12.512775,12.443222,12.494574,-0.170327,0.039200,11.39,2005ApJ...627..477M,12.31,2005ApJ...627..477M,12.37,2005ApJ...627..477M,-0.28,2006A&A...457..637M,0.22,Derived from (B-V)0,267.5,2015A&A...584A...5E,44000.0,2012A&A...543A..95R,3.60,2012A&A...543A..95R,6.34,2012A&A...543A..95R,25.3,2012A&A...543A..95R,,None,180.0,2012A&A...543A..95R,2850.0,2012A&A...543A..95R,2.09e-05,2012A&A...543A..95R,False,None,True,,,,,
ST92 5-27,[ST92] 5-27,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=[ST92]+5-27,Early O Dwarf,Gaia DR3 4657647189354677376,84.806495002418842,-69.501390461940531,2016.0,LMC,LH 101,O3 V((f)),2000AJ....119.2214M,O,3.0,V,14.640930,14.543724,14.706369,0.039950,0.021903,13.48,1998A&AS..130..527T,14.48,1998A&AS..130..527T,14.58,1998A&AS..130..527T,-0.28,2006A&A...457..637M,0.18,Derived from (B-V)0,,None,47000.0,2012A&A...543A..95R,4.00,2012A&A...543A..95R,5.46,2012A&A...543A..95R,8.1,2012A&A...543A..95R,,None,120.0,2012A&A...543A..95R,2400.0,2012A&A...543A..95R,2.70e-07,2012A&A...543A..95R,False,None,False,,,,,
SK -68 145,BAT99 123,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=BAT99+123,Early WO Star,Gaia DR3 4657790950485013120,84.892945069110326,-68.735872652195212,2016.0,LMC,None,WO3,1998MNRAS.296..367C,WO,3,None,15.361125,15.287539,15.727417,-0.007625,0.032173,14.38,2002ApJS..141...81M,15.55,2002ApJS..141...81M,15.13,2002ApJS..141...81M,,None,0.16,2022ApJ...931..157A,,None,109000.0,2022ApJ...931..157A,,None,5.41,2022ApJ...931..157A,1.4,2022ApJ...931..157A,,None,,None,3800.0,2022ApJ...931..157A,1.30e-05,2022ApJ...931..157A,False,None,True,,,,,
ST92 4-18,W61 4-4,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=W61+4-4,Mid O Supergiant,Gaia DR3 4657649452784468096,84.961221407494293,-69.407630462377043,2016.0,LMC,LH 104,O5 If,2000AJ....119.2214M,O,5.0,I,13.609411,13.580041,13.632017,-0.021230,0.016392,12.63,2000AJ....119.2214M,13.64,2000AJ....119.2214M,13.66,2000AJ....119.2214M,-0.28,2006A&A...457..637M,0.26,Derived from (B-V)0,,None,,None,,None,,None,,None,,None,,None,,None,,None,False,None,False,,,,,
SK -69 255,BAT99 125,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=BAT99+125,Early WC Star,Gaia DR3 4657648731204629248,84.983786711279848,-69.406734902558696,2016.0,LMC,LH 104,WC4 (+OB),2001MNRAS.324...18B,WC,4,None,13.210506,13.070209,13.319521,0.391002,0.088148,12.07,2002ApJS..141...81M,12.84,2002ApJS..141...81M,12.94,2002ApJS..141...81M,,None,0.18,2001MNRAS.324...18B,,None,,None,,None,,None,,None,,None,,None,3380.0,2002AcA....52...81N,,None,False,None,True,,,,,
LMC174-1,[MNM2014] LMC174-1,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=[MNM2014]+LMC174-1,Early WN Star,Gaia DR3 4657639458412722432,85.014889489614518,-69.631412217124378,2016.0,LMC,LH 103,WN3/O3,2017ApJ...841...20N,WN,3,None,17.039650,17.127529,16.830973,-0.036741,0.055216,16.51,2004AJ....128.1606Z,17.25,2004AJ....128.1606Z,17.12,2004AJ....128.1606Z,,None,,None,,None,100000.0,2017ApJ...841...20N,4.95,2017ApJ...841...20N,5.47,2017ApJ...841...20N,1.7,2017ApJ...841...20N,9.0,2017ApJ...841...20N,,None,,None,2.20e-06,2017ApJ...841...20N,False,None,True,,,,,
BI 265,BI 265,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=BI+265,Mid O Giant,Gaia DR3 4657639320947542528,85.019292753843487,-69.664075175171760,2016.0,LMC,None,O5 III(fc),2015A&A...584A...5E,O,5.0,III,12.520715,12.428621,12.565706,-0.063993,0.031982,11.42,1999MNRAS.306..279S,12.43,1999MNRAS.306..279S,12.58,1999MNRAS.306..279S,-0.28,2006A&A...457..637M,0.13,Derived from (B-V)0,243.2,2015A&A...584A...5E,,None,,None,,None,,None,,None,280.0,2010AJ....139.1283W,,None,,None,False,None,False,,,,,
Farina 88,[FBM2009] 88,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=[FBM2009]+88,Early O Giant,Gaia DR3 4657639213569095936,85.034260242854572,-69.654791465029220,2016.0,LMC,None,O4 III(f),2009AJ....138..510F,O,4.0,III,13.741768,13.650274,13.749416,-0.194002,0.056835,12.87,2004AJ....128.1606Z,13.56,2004AJ....128.1606Z,13.63,2004AJ....128.1606Z,-0.28,2006A&A...457..637M,0.21,Derived from (B-V)0,262.0,2015A&A...584A...5E,,None,,None,,None,,None,,None,,None,,None,,None,False,None,False,,,,,
BAT99 127,Brey 95a,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=Brey+95a,Early WC Star,Gaia DR3 4657648804238113408,85.054404142340616,-69.401178242394096,2016.0,LMC,LH 104,WC4 + O,2001MNRAS.324...18B,WC,4,None,13.004050,12.921332,13.130010,-0.048007,0.022817,11.92,1998A&AS..130..527T,12.93,1998A&AS..130..527T,13.05,1998A&AS..130..527T,,None,0.23,2001MNRAS.324...18B,,None,,None,,None,,None,,None,,None,,None,,None,,None,False,None,True,,,,,
UCAC3 42-33014,UCAC3 42-33014,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=UCAC3+42-33014,Mid O,Gaia DR3 4657648662488603520,85.056870926628804,-69.426386735883810,2016.0,LMC,30 Dor,O7.5n(f)p,2010AJ....139.1283W,O,7.5,None,13.165414,13.098530,13.267852,-0.004130,0.020684,12.11,2004AJ....128.1606Z,13.17,2004AJ....128.1606Z,13.30,2004AJ....128.1606Z,-0.27,2006A&A...457..637M,0.14,Derived from (B-V)0,,None,,None,,None,,None,,None,,None,,None,,None,,None,False,None,True,,,,,
SK -71 50,SK -71 50,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-71+50,Mid O Bright Giant,Gaia DR3 4651015450609158912,85.179919997293837,-71.483519578082934,2016.0,LMC,None,O6.5 III,1986AJ.....92...48C,O,6.5,III,13.405288,13.325113,13.533966,0.000969,0.018946,12.31,1979A&AS...38..239I,13.32,1979A&AS...38..239I,13.44,1979A&AS...38..239I,-0.27,2006A&A...457..637M,0.15,Derived from (B-V)0,,None,,None,,None,,None,,None,,None,296.0,2009ApJ...700..844P,,None,,None,False,None,False,,,,,
LMCe078-3,[MNM2015] LMCe078-3,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=[MNM2015]+LMCe078-3,Early WN Star,Gaia DR3 4657636159870948864,85.322823763234624,-69.115518946766798,2016.0,LMC,None,WN3/O3,2017ApJ...837..122M,WN,3,None,16.944695,16.953402,16.862940,-0.119863,0.056471,16.24,2004AJ....128.1606Z,17.06,2004AJ....128.1606Z,17.03,2004AJ....128.1606Z,,None,,None,,None,100000.0,2017ApJ...841...20N,4.95,2017ApJ...841...20N,5.36,2017ApJ...841...20N,1.5,2017ApJ...841...20N,7.0,2017ApJ...841...20N,,None,,None,9.10e-07,2017ApJ...841...20N,False,None,True,,,,,
SK -69 279,SK -69 279,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-69+279,Late O Supergiant,Gaia DR3 4657598226724945024,85.436087471181679,-69.587470306374144,2016.0,LMC,None,O9.2 Iaf,2018MNRAS.474.1412G,O,9.2,I,12.745498,12.759569,12.665394,-0.035095,0.020321,12.00,1975A&AS...19..259I,12.84,1975A&AS...19..259I,12.79,1975A&AS...19..259I,-0.26,2006A&A...457..637M,0.31,Derived from (B-V)0,250.8,2022MNRAS.516.2142A,29500.0,2018MNRAS.474.1412G,,None,5.54,2018MNRAS.474.1412G,22.7,2018MNRAS.474.1412G,,None,97.0,2018MNRAS.474.1412G,800.0,2018MNRAS.474.1412G,5.50e-06,2018MNRAS.474.1412G,False,None,False,,,,,
SK -68 155,SK -68 155,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-68+155,Late O Supergiant,Gaia DR3 4657734978467410176,85.728948135986954,-68.948462505305130,2016.0,LMC,None,B0.5 I,1978A&AS...31..243R,B,0.5,I,12.667958,12.669482,12.627873,0.007894,0.022569,11.84,2002ApJS..141...81M,12.74,2002ApJS..141...81M,12.75,2002ApJS..141...81M,-0.24,1970A&A.....4..234F,0.23,Derived from (B-V)0,,None,,None,,None,,None,,None,,None,96.0,2009ApJ...700..844P,,None,,None,False,None,False,,,,,
LH 114-7,[L72] LH 114-7,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=[L72]+LH+114-7,Early O Giant,Gaia DR3 4659315320281099264,85.804180155404026,-67.854754081763545,2016.0,LMC,LH 114,O2 III(f*) + OB?,2002AJ....123.2754W,O,2.0,III,13.724442,13.498657,13.854955,0.612813,0.166089,12.27,2002ApJS..141...81M,13.41,2002ApJS..141...81M,13.66,2002ApJS..141...81M,-0.28,2006A&A...457..637M,0.03,Derived from (B-V)0,,None,,None,,None,,None,,None,,None,,None,3200.0,2005ApJ...627..477M,,None,False,None,False,,,,,
BI 272,BI 272,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=BI+272,Mid O Giant,Gaia DR3 4659450560221626880,86.096304869379765,-67.241444191456807,2016.0,LMC,None,O7 II,1986AJ.....92...48C,O,7.0,II,13.251307,13.131370,13.441902,0.103551,0.049430,12.05,1982A&AS...50....7I,13.06,1982A&AS...50....7I,13.28,1982A&AS...50....7I,-0.27,2006A&A...457..637M,0.05,Derived from (B-V)0,365.0,2023.Welty.......pc,,None,,None,,None,,None,,None,212.0,2009ApJ...700..844P,3400.0,2003ApJ...586..996M,,None,False,None,False,,,,,
SK -67 261,SK -67 261,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-67+261,Late O Giant,Gaia DR3 4659457672688249472,86.313513256969685,-67.171738761378421,2016.0,LMC,None,O8.5 III,1995ApJ...438..188M,O,8.5,III,12.456749,12.379359,12.575031,-0.066950,0.027937,11.42,1975A&AS...19..259I,12.37,1975A&AS...19..259I,12.50,1975A&AS...19..259I,-0.27,2006A&A...457..637M,0.14,Derived from (B-V)0,,None,,None,,None,,None,,None,,None,,None,,None,,None,False,None,False,,,,,
SK -67 266,BAT99 133,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=BAT99+133,Late WN Star,Gaia DR3 4659439560768356992,86.466433890805874,-67.240535016200241,2016.0,LMC,None,WN11h,1997A&A...320..500C,WN,11.0,None,11.940192,11.870363,11.939348,-0.057209,0.023653,10.93,1972A&AS....6..249A,11.88,1972A&AS....6..249A,12.01,1972A&AS....6..249A,,None,0.11,2014A&A...565A..27H,280.0,2008MNRAS.389..806S,28000.0,2014A&A...565A..27H,,None,5.69,2014A&A...565A..27H,29.4,2014A&A...565A..27H,41.0,2014A&A...565A..27H,,None,200.0,2014A&A...565A..27H,3.80e-06,2014A&A...565A..27H,False,None,False,,,,,
SK -70 115,SK -70 115,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=SK+-70+115,Mid O Supergiant,Gaia DR3 4657383027347819392,87.206905961900418,-70.066061637030501,2016.0,LMC,LH 117,O6 If,2004NewAR..48..727N,O,6.0,I,12.195513,12.107906,12.223748,0.001608,0.030185,11.16,1975A&AS...19..259I,12.14,1975A&AS...19..259I,12.24,1975A&AS...19..259I,-0.27,2006A&A...457..637M,0.17,Derived from (B-V)0,226.0,2004NewAR..48..727N,,None,,None,,None,,None,,None,164.0,2009ApJ...700..844P,2200.0,2003ApJ...586..996M,,None,True,2004NewAR..48..727N,False,,,,,
J095921.90+304518.1,None,None,OB Star,None,149.841250000000002,30.755019999999998,2000.0,Leo A,None,OB,None,OB,None,None,,,,,,,None,,None,19.90,PhaseII.prop..16717,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,False,None,True,,,,,
LeoA GWS K1,[GWS2022] K1,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=[GWS2022]+K1,Late O Dwarf,Gaia DR3 744173560150512000,149.864682014277150,30.749375790128926,2016.0,Leo A,None,O9 V,2022ApJ...941..206G,O,9,V,20.206137,20.016479,20.560438,1.417075,0.749407,,None,,None,20.10,PhaseII.prop..15921,-0.27,2006A&A...457..637M,,None,21.0,2022ApJ...941..206G,30900.0,2022ApJ...941..206G,3.69,2022ApJ...941..206G,4.90,2022ApJ...941..206G,9.8,"Derived from L,Teff",19.0,2022ApJ...941..206G,80.0,2022ApJ...941..206G,,None,,None,False,None,True,,,,,
LeoA GWS K2,[GWS2022] K2,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=[GWS2022]+K2,Late O Dwarf,Gaia DR3 744173353992080000,149.875934918732924,30.743634239916162,2016.0,Leo A,None,O9.7 V,2022ApJ...941..206G,O,9.7,V,20.356998,20.328987,20.723734,-1.252128,0.944323,,None,,None,20.20,PhaseII.prop..15921,-0.26,2006A&A...457..637M,,None,-13.0,2022ApJ...941..206G,31600.0,2022ApJ...941..206G,4.10,2022ApJ...941..206G,4.72,2022ApJ...941..206G,7.7,"Derived from L,Teff",17.0,2022ApJ...941..206G,95.0,2022ApJ...941..206G,,None,,None,False,None,True,,,,,
NGC 3109 EBU 07,[EBU2007] 7,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=[EBU2007]+7,Early B Supergiant,Gaia DR3 5467163548681557376,150.728003441072758,-26.149906725746686,2016.0,NGC 3109,None,B0-1 Ia,2007ApJ...659.1198E,B,0.0,I,18.718241,18.622581,18.875555,-0.048300,0.203805,,None,,None,18.69,2007ApJ...659.1198E,,None,0.09,2007ApJ...659.1198E,382.0,2007ApJ...659.1198E,27000.0,2007ApJ...659.1198E,2.90,2007ApJ...659.1198E,5.82,2007ApJ...659.1198E,37.0,2007ApJ...659.1198E,39.7,2007ApJ...659.1198E,,None,,None,,None,False,None,False,16.25,16.62,17.23,18.27,20.12
NGC 3109 EBU 20,[EBU2007] 20,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=[EBU2007]+20,Mid O Supergiant,Gaia DR3 5467163415536225792,150.763735020174977,-26.155928215680323,2016.0,NGC 3109,None,O8 I,2007ApJ...659.1198E,O,8.0,I,19.341791,19.029423,18.963297,0.876327,0.375027,,None,,None,19.33,2007ApJ...659.1198E,-0.27,2006A&A...457..637M,,None,407.0,2007ApJ...659.1198E,31150.0,2014A&A...572A..36T,3.53,2014A&A...572A..36T,5.87,2014A&A...572A..36T,23.7,2014A&A...572A..36T,69.1,2014A&A...572A..36T,110.0,2014A&A...572A..36T,2166.0,2014A&A...572A..36T,4.50e-06,2014A&A...572A..36T,False,None,False,17.04,17.35,17.90,18.91,20.67
NGC 3109 EBU 34,[EBU2007] 34,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=[EBU2007]+34,Mid O Supergiant,Gaia DR3 5467160804196062336,150.809609171066768,-26.154971721018075,2016.0,NGC 3109,None,O8 I(f),2007ApJ...659.1198E,O,8.0,I,19.647564,19.587006,19.955809,-0.126069,0.460120,,None,,None,19.61,2007ApJ...659.1198E,-0.27,2006A&A...457..637M,,None,409.0,2007ApJ...659.1198E,33050.0,2014A&A...572A..36T,3.16,2014A&A...572A..36T,5.69,2014A&A...572A..36T,21.8,2014A&A...572A..36T,25.0,2014A&A...572A..36T,82.0,2014A&A...572A..36T,1357.0,2014A&A...572A..36T,1.80e-06,2014A&A...572A..36T,False,None,False,16.99,17.40,18.03,19.16,21.07
Sextans A LGN s014,LGGS J101053.81-044113.0,https://simbad.u-strasbg.fr/simbad/sim-id?Ident=LGGS+J101053.81-044113.0,Mid O Giant,Gaia DR3 3779988382066051840,152.724159227967988,-4.686974317162000,2016.0,Sextans A,None,O7.5 III((f)),2022MNRAS.516.4164L,O,7.5,III,20.689285,20.477779,20.566576,,,19.22,2007AJ....133.2393M,20.42,2007AJ....133.2393M,20.69,2007AJ....133.2393M,-0.27,2006A&A...457..637M,0.00,Derived from (B-V)0,330.0,2022MNRAS.516.4164L,37400.0,2016A&A...585A..82C,3.80,2016A&A...585A..82C,,None,,None,,None,,None,,None,,None,False,None,True,,,,,
